	actress/nn	advance/vv	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boy/nn	brother/nn	bush/np	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	company/nn	competitor/nn	convict/nn	country/nn	court/nn	criminal/nn	dad/nn	daughter/nn	district/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friend/nn	girl/nn	government/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	her/pp	him/pp	horses/nn	household/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kitty/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/pp	member/nn	mom/nn	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	stomach/nn	stranger/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	wwf/np	you/pp
husband/nn	0.7730492	4.2395654	3.6791575	2.864527	1.7854012	4.0773935	2.3737798	2.5745285	2.652368	4.225814	3.8587089	1.7623779	3.2417023	0.75474584	1.3193408	0.5118813	3.1579745	3.899429	3.345547	3.2736766	3.5585434	3.5053413	1.22585	3.4218025	2.8741212	3.7791753	4.005208	2.1086903	4.1617103	2.8623526	2.3801157	0.68798435	0.4448186	2.5271044	1.5440725	3.1990929	4.0461464	3.2042294	3.7073867	4.3778477	2.4786491	2.5720341	3.2026546	2.4763079	3.7886577	1.8649883	0.32108945	1.2447516	3.890527	0.7302376	3.4025168	3.8898206	1.2923833	1.9964075	1.8061098	2.1969984	2.4619243	3.001663	3.049443	0.0	2.8318324	4.1192756	2.0415082	2.6548386	2.542302	2.7736144	1.3600093	0.687135	1.4268528	0.585944	0.55028015	0.91495764	1.9696448	3.7365277	1.7443767	3.1204839	2.131094	3.289261	0.7734431	0.63596314	2.292431	4.1596465	4.473135	3.0714993	0.87732553	2.9312134	2.6299422	2.3427575	2.8706813	3.7705085	2.6877387	2.900367	1.4616947	2.3650322	2.0882804	4.2551455	0.36191493	3.8256114	1.5718253	0.6072714	2.1716778	2.195792	0.37180114	2.0874546	1.2429125	2.2209473	3.6602323	1.9666672	3.3771186	2.7168956	2.2859037	3.2120924	2.6913834	0.34853536	3.1118014	1.1066139	4.055429	0.620763	2.2566772	1.8621595	3.3070545	3.5169086	3.969279	2.3524413	2.4998717	0.28917527	2.023312	2.3081803	2.3404078
individual/nn	2.399343	1.8910558	1.5004107	0.7282176	2.12349	1.6706967	1.8052133	1.6524467	1.9939216	1.8124691	1.7512705	1.4659476	1.5208342	2.4104877	2.3197317	3.1359987	1.8913444	1.4967713	1.9769379	1.7482709	1.3567172	1.2033713	1.9866785	1.0726005	1.7325476	1.5535278	1.6716173	1.00343	1.7714564	1.476482	0.7078044	2.8778331	2.950858	1.6515018	2.1959786	1.0649296	1.6239887	1.2753792	1.0860907	2.051907	2.0123131	1.8458402	1.3997953	1.3648586	1.5335193	2.2778277	3.0040665	2.2532637	1.4596506	2.803969	1.287677	1.5758581	2.0985274	1.6546787	2.0284696	1.9103334	2.0267208	1.0008141	1.9034375	2.8318324	0.0	1.6811188	2.133775	2.0290167	1.5301971	1.3430927	1.9872509	3.122976	1.9622352	3.0366936	3.1546333	2.8339121	1.3796487	1.5245585	1.814558	0.85371995	2.1132007	1.4241016	2.9431524	2.9064987	1.907421	1.8488154	2.1025727	0.33533967	2.4867926	0.77825797	0.9655759	1.1630592	1.4114026	1.674445	1.9114403	0.8665222	1.9522988	1.0333929	1.2861321	1.9101686	2.867517	1.7309102	1.9055301	3.0173945	1.7438508	1.3881067	2.9706595	1.8977778	2.1308496	1.2733651	1.2359235	1.3858156	1.5131856	2.1260953	1.6042558	0.581188	1.8357763	2.801119	0.6582759	2.1068935	1.7957813	3.0659509	1.7695154	1.8717606	1.3765979	1.9110452	1.8070927	1.9596754	0.6777845	2.9638495	1.2455817	0.9576888	2.1267107
iranian/nn	3.5960197	0.41938263	1.2906073	1.560645	2.7769964	0.8870018	2.958652	2.7701755	3.0482194	0.33391765	0.6369658	2.5147653	1.4428182	3.5323424	3.7733042	4.391783	1.6261189	1.2992395	1.5382336	1.3609916	1.4270347	1.3169285	3.3429146	0.77974206	1.7367564	1.4122313	1.2279707	2.6156976	0.7223788	1.9259864	2.2611082	4.2528715	4.2922187	1.9865167	3.6683862	1.5341365	1.0611715	1.0565256	1.0884764	0.7375661	3.0076735	2.8167846	1.5258639	2.3798664	1.5186286	2.8502908	4.272033	3.728347	0.56418693	4.143156	0.94041324	1.4152962	3.4869955	3.0944157	3.181722	2.9667063	3.1446836	1.8924769	1.7049857	4.1192756	1.6811188	0.0	2.6345966	3.088631	2.1116827	1.9520067	3.3825934	4.3663607	3.4475167	4.204483	4.4109554	4.2398853	2.8993464	1.4015098	2.6166012	1.5234418	3.1397746	1.0266478	4.3386707	4.2382946	2.8593957	0.63927454	0.639808	1.4867666	3.826234	1.5555253	2.0509834	2.6162155	1.9322996	1.2515625	2.051836	1.5930022	2.857078	2.0391843	2.648491	0.35009366	4.0723443	0.75728625	3.3830748	4.3242073	2.9603462	2.6969864	4.2389054	2.8783224	3.4902158	2.045617	1.3250351	2.3188481	1.354029	3.1303434	2.522999	1.4518405	2.9196851	4.080677	1.5265906	3.2453892	0.41609687	4.3918643	2.2342591	2.7050166	1.051049	1.3420233	0.49859554	2.2651255	2.0565488	4.2502203	2.7182877	2.3287585	3.175917
irvin/np	1.652241	2.6578999	2.231818	1.8585885	0.32702175	2.6479397	2.603059	2.6509583	2.8706675	2.726231	2.1819212	1.2417803	1.6241381	1.38013	2.4313185	2.2582476	1.491966	2.5747683	1.6171188	1.6503584	2.249689	2.235638	1.8600539	2.0859258	1.0305117	2.3885336	2.5523512	2.2161732	2.68186	1.6368599	2.166805	2.4046566	2.2899141	0.77207875	2.5364015	1.982316	2.6289303	1.7970746	2.5522144	2.7872834	2.6671371	2.6363819	1.7370906	2.2855537	2.4851117	0.26693973	2.1983159	2.405694	2.4190578	2.2367525	1.9227442	2.5473318	2.1791162	2.523968	2.2402496	2.3625624	2.7917051	2.0847995	1.2499808	2.0415082	2.133775	2.6345966	0.0	2.9062657	1.3273766	1.6899018	2.1107352	2.2453847	2.332737	1.9281627	2.2588744	2.5366724	2.3375375	2.343064	0.6154242	2.0992575	2.4095716	1.6744835	2.5410063	2.3106806	2.3356142	2.5914488	2.8862967	2.2728884	2.0421045	2.167549	2.2399526	2.4595914	1.6876537	2.2053196	1.2478508	2.1347287	1.0905317	1.8113334	1.8660902	2.6836312	1.8601165	2.2000163	2.3020985	2.3417761	2.4701867	2.3145134	2.0827959	2.1426332	2.1985543	1.0617758	2.4304066	1.0412437	1.7822751	2.9514496	2.0619526	2.327575	2.8551188	2.0820684	2.220027	1.4320774	2.4341464	2.3686469	0.4871176	1.5171442	1.7421548	1.8384488	2.3431044	0.4175275	2.0893416	2.1958709	2.1823194	2.0737364	2.655261
it/pp	2.3828158	3.390372	3.310639	2.5564117	2.7192166	3.3830242	0.7060565	0.6418858	0.42522305	3.196775	3.2210884	2.1302283	3.2147918	2.4832315	2.3711386	2.9743915	2.7923553	3.4204905	2.9801364	2.729703	3.2251961	3.1642733	2.425311	2.681125	3.044251	3.49438	3.5492454	1.5655625	3.3988388	2.5471697	1.4735559	2.7265148	2.756727	2.805575	2.185882	2.9676652	3.46117	2.3757834	2.8829007	3.6149008	0.6213793	0.6300065	2.970432	1.0969297	3.4951034	2.8784478	2.6484067	2.138069	3.1203225	2.8819048	2.935595	3.5246303	2.1305861	1.2472851	1.1134931	0.97047544	0.46286157	2.908308	2.936215	2.6548386	2.0290167	3.088631	2.9062657	0.0	2.4656336	2.360529	2.1989768	3.0721376	1.8387809	3.0411916	2.966087	2.5989125	1.5325128	3.4153523	2.6455104	2.371472	0.85764146	2.8697178	2.6561627	2.8167076	0.91908944	3.437535	3.5919132	2.045996	2.7163224	1.8398782	1.3005692	1.2048782	2.5691118	3.4401038	2.4426985	1.5665414	2.031454	1.4776586	2.5565746	3.3071122	2.7974193	3.1872137	2.1787994	2.7572134	0.78923917	0.96484923	2.9160185	1.1821189	1.5236809	2.4895413	3.1829565	2.4634037	3.1896665	0.14587465	1.0747925	2.253316	0.25615352	2.475605	2.1926105	2.2088773	3.280455	2.917779	2.8269606	1.5615531	2.8985474	2.9865937	3.1221135	2.8230064	1.8468436	2.7121046	1.7337023	1.770893	0.59019256
judge/nn	2.1993048	2.2326598	1.5458428	1.5789332	1.2660038	2.1599197	2.2798762	2.1685119	2.4427536	2.2936187	1.849989	1.5658449	1.4457729	1.8876472	2.7717016	2.915595	1.0706322	1.9921246	1.2068278	1.1836443	1.9413595	1.7776523	2.2855055	1.6434599	1.2535564	1.9379444	2.052319	1.8821354	2.2310784	0.3617694	1.6386765	2.9239123	2.7836862	0.8158947	2.7895117	1.4948878	2.0783215	1.3237257	1.8648338	2.399721	2.4056313	2.3331113	0.9275056	2.0749578	2.0639217	1.4220123	2.6538756	2.649287	1.8093835	2.817859	1.5977592	2.053486	2.5302286	2.4058833	2.2484944	2.1556535	2.4512491	1.7896082	1.0288745	2.542302	1.5301971	2.1116827	1.3273766	2.4656336	0.0	0.41054207	2.4558387	2.9413686	2.4492276	2.657984	2.8719049	2.9973323	2.21538	1.7394745	1.4599297	1.0754727	2.25915	1.3554302	3.0173154	2.8776932	2.2038636	2.1658273	2.426842	1.5383906	2.59455	1.8369641	1.8904475	2.1278112	0.4506257	1.6129776	0.98958844	1.6183763	1.6301284	1.6013579	1.9578499	2.2187624	2.4650476	1.9965526	2.503538	2.8834672	2.2548985	1.9904919	2.685675	2.19716	2.3141615	1.3910863	1.8795203	1.4598877	1.2619152	2.5127485	1.8942499	1.4729028	2.3524623	2.4795597	1.286717	1.9134891	2.0532207	2.9287815	1.2234867	1.6658238	1.5978321	1.2554586	1.9883032	1.1512034	1.8510171	2.7386007	2.137492	1.9583102	2.3996627
jury/nn	2.4125412	2.108742	1.4008194	1.5117769	1.6329018	2.0028343	2.2238634	2.061387	2.3497038	2.1533225	1.7913251	1.7052972	1.4802808	2.1681862	2.8707552	3.157268	1.2084285	1.8144228	1.3208593	1.2434323	1.8534019	1.654585	2.4317305	1.5252521	1.4518514	1.8203216	1.9058717	1.8054812	2.0899339	0.21706916	1.5069344	3.1096442	2.9876692	1.1019076	2.8542438	1.3928915	1.9057714	1.271053	1.6270623	2.2820756	2.3640513	2.2684135	0.8504213	2.0151336	1.9402388	1.7974234	2.8848922	2.7339482	1.6433545	3.020782	1.5397886	1.9092779	2.6396568	2.372034	2.3076773	2.1589253	2.3884857	1.7128588	1.2344613	2.7736144	1.3430927	1.9520067	1.6899018	2.360529	0.41054207	0.0	2.5603871	3.1821535	2.499165	2.9326186	3.1114576	3.1513836	2.1804595	1.5958439	1.742637	0.74767244	2.2840455	1.3619484	3.1873102	3.0804265	2.2110643	2.0483592	2.2894096	1.2879692	2.7824025	1.7159252	1.7818246	2.0233989	0.23926805	1.5101557	1.2181486	1.4670746	1.8682653	1.5672964	2.0024362	2.0884225	2.7260451	1.9477592	2.559138	3.085336	2.2251337	1.9313513	2.9293478	2.2535288	2.4083672	1.5433297	1.7129873	1.6304305	1.2288574	2.412652	1.901953	1.1776391	2.219125	2.702017	0.9717582	2.113489	1.955512	3.1375744	1.5154628	1.8179702	1.5965227	1.2809062	1.9067495	1.4857366	1.767273	2.9631984	2.1173687	1.9132817	2.3786361
kid/nn	1.0791436	3.5165052	3.1199505	2.0162826	1.9726205	3.3128119	1.8424438	2.0250502	2.1768174	3.4575706	3.2344928	1.193819	2.7019143	1.4591544	0.46851128	1.4619511	2.9450638	3.1688218	3.10628	2.943039	2.7890325	2.7485008	0.41491947	2.6627183	2.5236847	3.0796576	3.2945948	1.21833	3.4001374	2.6856894	1.5924687	1.0584894	1.3113558	2.3345923	0.5050644	2.52821	3.3074446	2.6433125	2.9091144	3.6451423	1.9898868	1.9910474	2.819796	1.6554528	3.039939	2.0825818	1.5755924	0.56538886	3.2015676	1.019562	2.7115033	3.160776	0.21827503	1.0830413	1.4502962	1.7970238	2.0202563	2.1846342	2.8543444	1.3600093	1.9872509	3.3825934	2.1107352	2.1989768	2.4558387	2.5603871	0.0	1.4169955	0.58422804	1.5828056	1.589932	0.96906376	0.9265845	3.1174138	1.5436237	2.5762715	1.8591077	2.7401748	1.1054428	1.1128547	1.8269583	3.449545	3.7534895	2.266316	0.73381156	1.9999456	1.7494856	1.4026445	2.6608639	3.2371893	2.609	2.1431155	1.4042183	1.6133126	1.1632212	3.5521114	1.5011984	3.1321487	0.44940883	1.3257154	1.5705557	1.5180398	1.4438212	1.5894759	1.0005983	1.612593	2.8968112	1.3927134	2.9068253	2.3014147	1.7649357	2.480886	2.1644564	1.4505678	2.4640758	1.1182027	3.368181	1.3763496	2.0333421	1.6842391	2.6446273	3.2164605	3.3155587	2.2737746	1.467401	1.3584248	0.886246	1.2615535	2.0015557
kitty/np	0.90468967	4.4645596	3.932966	3.0597472	2.0452557	4.2990036	2.7638144	2.9915714	3.0663188	4.4599996	4.0741005	1.9155594	3.4274871	1.2262374	1.3057638	0.2673451	3.4742317	4.1175256	3.6481242	3.5786903	3.7322538	3.696131	1.3032554	3.6528854	3.0744965	3.9647124	4.2040963	2.4188206	4.384474	3.2585323	2.7314897	0.60483027	0.5417239	2.7911606	1.5775799	3.4173486	4.2641797	3.4870117	3.9736795	4.5917788	2.834162	2.916323	3.5024858	2.7391272	3.9642622	2.0859654	0.85223025	1.3359822	4.1411705	0.54800665	3.6091013	4.0840364	1.3738334	2.2527092	2.1474285	2.5526261	2.8881366	3.169994	3.3342724	0.687135	3.122976	4.3663607	2.2453847	3.0721376	2.9413686	3.1821535	1.4169955	0.0	1.5990287	0.53554606	0.53015363	0.81667036	2.2017386	3.9657202	1.91496	3.4702108	2.5195606	3.5225801	0.7228261	0.41379133	2.6240165	4.3815527	4.702866	3.380901	0.8103997	3.166303	2.91043	2.637864	3.260034	4.0088634	3.03667	3.201898	1.7310106	2.624049	2.2020814	4.4989033	0.7164189	4.0111165	1.6356144	0.48836872	2.5253901	2.5602212	0.5076352	2.3837426	1.6032794	2.3849528	3.872143	2.1131268	3.6185653	3.141896	2.6189017	3.5380187	3.103231	0.97344476	3.4533722	1.2759693	4.2735653	0.41113287	2.444257	2.1999195	3.4924874	3.8330948	4.195653	2.5816083	2.7203941	0.51150316	2.2063115	2.4936335	2.7606816
lady/nn	1.137523	3.631971	3.1967137	2.1518493	2.1506622	3.4302611	1.5964395	1.7707524	1.8783801	3.5527725	3.3510852	1.3022777	2.8747234	1.5768831	0.5845219	1.5885437	3.029028	3.2549918	3.2057493	3.0219617	2.9292173	2.8650749	0.8877046	2.7503986	2.7324996	3.2042906	3.408168	1.0530254	3.5262983	2.653917	1.4531423	1.1764605	1.3592014	2.4866378	0.4913675	2.614525	3.4049222	2.692201	2.9520264	3.7856135	1.7429782	1.7586299	2.8729882	1.5117762	3.1615381	2.2908664	1.5850044	0.35579333	3.2720625	1.2816314	2.8495634	3.2671244	0.58332217	0.75439787	1.2546011	1.5778342	1.7234224	2.3032734	2.9793196	1.4268528	1.9622352	3.4475167	2.332737	1.8387809	2.4492276	2.499165	0.58422804	1.5990287	0.0	1.7318711	1.6376655	1.003848	0.7006851	3.2058494	1.8232672	2.515808	1.6256815	2.868707	1.153612	1.279224	1.6372982	3.5779269	3.866782	2.2077994	1.0877972	2.0011966	1.6418177	1.1720375	2.621564	3.3303595	2.6707115	2.0531445	1.5089417	1.5391141	1.3920805	3.6524189	1.5915412	3.2592437	0.45717886	1.3589451	1.3239383	1.29978	1.5489767	1.4888126	0.77589536	1.8432168	2.9684527	1.6296833	3.0142994	1.9532633	1.6351519	2.4223862	1.8019197	1.4648187	2.382455	1.141196	3.4775374	1.4302663	2.2688332	1.655097	2.784527	3.290817	3.4108706	2.4702148	1.484202	1.4260314	0.8238402	1.2275327	1.7368239
leland/np	0.8175382	4.2965293	3.7294788	2.965223	1.7147391	4.1520853	2.7626379	2.9627967	3.051922	4.304894	3.8777812	1.8031628	3.221261	0.932132	1.5353969	0.4596242	3.2095263	3.9580255	3.3832304	3.3403597	3.5813615	3.5574453	1.3982283	3.5132108	2.8252215	3.798606	4.034832	2.4164417	4.2337556	2.9900265	2.6792328	0.89511544	0.7280686	2.512205	1.7939601	3.2498412	4.10475	3.3047767	3.846029	4.4248915	2.8392563	2.9174974	3.2592747	2.7418284	3.8104143	1.7450632	0.76869935	1.5265876	3.9670863	0.84882003	3.4506607	3.921723	1.5622154	2.3448448	2.1535187	2.541616	2.8708148	3.0606837	3.0576468	0.585944	3.0366936	4.204483	1.9281627	3.0411916	2.657984	2.9326186	1.5828056	0.53554606	1.7318711	0.0	0.4191528	1.1342986	2.27367	3.7780027	1.6952419	3.294134	2.4877985	3.3255908	1.0482979	0.7875872	2.6006513	4.2127914	4.5308313	3.2804596	1.0021367	3.1130557	2.8852696	2.6688683	2.9964628	3.7910454	2.7690022	3.107476	1.5481251	2.5501053	2.1849844	4.326351	0.35332298	3.8311589	1.7810787	0.73990077	2.543097	2.5528483	0.3313408	2.358044	1.6527624	2.235707	3.7229617	1.9712111	3.3915236	3.1040785	2.5603251	3.4127114	3.0657535	0.8739072	3.3103318	1.1308926	4.0930715	0.63875633	2.1899722	2.057484	3.3137124	3.5769417	4.0104027	2.291335	2.7065074	0.6022437	2.2646909	2.4915004	2.731423
lord/np	0.8959077	4.5254416	3.9580925	3.1496909	2.0276155	4.365448	2.730603	2.944735	3.0001652	4.5153174	4.1235766	1.9666845	3.4857442	1.1471286	1.4440092	0.3409795	3.4714086	4.164184	3.6541767	3.5902839	3.7947538	3.7689252	1.4873744	3.7146306	3.1197598	4.025449	4.2587137	2.435248	4.454058	3.191369	2.732713	0.7225661	0.5751059	2.7974005	1.696568	3.4562445	4.318365	3.513558	4.0155964	4.6599426	2.8067229	2.9005525	3.4940543	2.7746897	4.024136	2.079032	0.66479313	1.4001318	4.1824684	0.83917093	3.6820693	4.1364346	1.5422395	2.2759995	2.1253254	2.5388417	2.803984	3.2390907	3.3418336	0.55028015	3.1546333	4.4109554	2.2588744	2.966087	2.8719049	3.1114576	1.589932	0.53015363	1.6376655	0.4191528	0.0	0.92572975	2.249124	4.00146	1.9905478	3.4480922	2.4611323	3.5754743	0.8276392	0.6912661	2.6039367	4.4458375	4.760223	3.397801	1.0568832	3.2281768	2.9461036	2.658346	3.1909473	4.0362372	3.0126085	3.2106287	1.7347522	2.644997	2.3211899	4.550975	0.49694538	4.069055	1.7412301	0.52044237	2.508746	2.5519025	0.31295723	2.3811097	1.5727276	2.4734733	3.917833	2.2016532	3.6446128	3.0309029	2.6124046	3.5403705	3.0028677	0.82695335	3.4395056	1.2440977	4.327369	0.39602432	2.4953654	2.172745	3.553403	3.832735	4.2418942	2.6008174	2.7952113	0.46412036	2.2847443	2.5567203	2.6795595
mama/nn	1.0073209	4.3810234	3.8977437	2.8987575	2.3332279	4.1894026	2.3200731	2.5589032	2.611644	4.3270993	4.04723	1.8373162	3.46543	1.4830302	0.67621225	0.8060751	3.5789235	4.0023537	3.760685	3.631038	3.6117845	3.5926595	1.0675842	3.5263674	3.2027526	3.8935344	4.1214395	1.9731615	4.282345	3.2720747	2.3528204	0.32810685	0.6765931	2.9364583	0.9030232	3.3176808	4.1601944	3.4110863	3.777693	4.517419	2.4266756	2.5049431	3.516981	2.3563461	3.8586638	2.4199688	1.0743659	0.681701	4.045413	0.61151046	3.5549357	3.9842467	0.8832201	1.6688955	1.784905	2.2152789	2.4177063	2.999235	3.4807553	0.91495764	2.8339121	4.2398853	2.5366724	2.5989125	2.9973323	3.1513836	0.96906376	0.81667036	1.003848	1.1342986	0.92572975	0.0	1.6684622	3.907991	2.0855196	3.3140988	2.184912	3.5274682	0.24123289	0.5035411	2.283117	4.3137197	4.620334	3.0986931	0.71989894	2.8701837	2.5395749	2.1317463	3.2541013	4.0063424	3.153039	2.923666	1.7894695	2.3561513	1.9712219	4.4088078	1.1169066	3.9544864	1.0953106	0.62048787	2.0668373	2.1260157	0.91634995	2.0599468	1.169472	2.3741713	3.7286634	2.1094449	3.6480136	2.684019	2.3302605	3.290371	2.626803	1.0901951	3.2333615	1.3016769	4.2094855	0.6355536	2.6233065	2.1127045	3.4527323	3.903407	4.13402	2.8015752	2.3684053	0.7715685	1.737678	2.10186	2.3526683
man/nn	1.6144665	3.1111948	2.7649584	1.6952678	2.2024214	2.919964	1.2520367	1.3393043	1.5334797	2.997794	2.8943868	1.2547367	2.5362284	1.892898	1.142889	2.197663	2.7186518	2.7739038	2.878983	2.6553705	2.4687247	2.4054675	1.1755229	2.2404704	2.4875288	2.7632926	2.9356248	0.48172238	3.0064936	2.3497546	0.8636671	1.8070436	1.9763503	2.2949686	0.93902856	2.1938472	2.910732	2.2346408	2.4013097	3.2742422	1.4604111	1.3975232	2.5117834	1.0423355	2.710933	2.3571827	2.124451	1.0279051	2.7565515	1.8510948	2.4043708	2.8063674	0.97393626	0.4144946	1.2057999	1.3562993	1.4373798	1.892744	2.7087114	1.9696448	1.3796487	2.8993464	2.3375375	1.5325128	2.21538	2.1804595	0.9265845	2.2017386	0.7006851	2.27367	2.249124	1.6684622	0.0	2.7717843	1.8328724	2.044318	1.4896458	2.4651031	1.8050828	1.895593	1.3904357	3.0769315	3.3411908	1.6170696	1.5846834	1.4223624	1.053008	0.5215666	2.3106263	2.9135294	2.4439542	1.5008395	1.5912489	1.1058488	1.1934819	3.1215794	2.111575	2.8012714	0.79009825	2.00396	1.0126344	0.85019445	2.1238654	1.2977854	1.0562816	1.6220856	2.4796278	1.5031811	2.646326	1.6596164	1.3110878	1.8668035	1.4333277	1.9519511	1.8636743	1.472497	2.9817576	2.078733	2.1578119	1.5696626	2.3710792	2.9187505	2.9236503	2.3634734	0.9056976	2.0181565	0.31179053	0.689698	1.526918
management/nn	3.279976	1.3634859	0.31036288	1.2356405	2.4844837	1.0203267	3.2234588	3.0615299	3.3992772	1.5599277	1.215846	2.2913127	0.8492173	3.1875925	3.4427438	4.0125065	1.870221	0.37904948	1.8000951	1.7512614	0.8848656	0.54290557	2.9693165	1.1471342	1.5103393	0.35934216	0.53077626	2.4109101	1.2105424	1.5397537	2.1716423	3.885683	3.8833842	1.6370313	3.4078138	0.6568577	0.6208749	1.598564	0.9267288	1.3925701	3.3951852	3.233621	0.85004747	2.730672	0.5532103	2.5760622	3.9393861	3.4227495	0.88286436	3.7184708	1.0128736	0.40095323	3.2708635	3.095715	3.346411	3.2208014	3.440518	1.118459	1.760479	3.7365277	1.5245585	1.4015098	2.343064	3.4153523	1.7394745	1.5958439	3.1174138	3.9657202	3.2058494	3.7780027	4.00146	3.907991	2.7717843	0.0	2.287324	1.1683483	3.4218957	1.2077968	4.003323	3.85952	3.211723	1.2097249	1.489672	1.4589121	3.408252	1.9278016	2.3600678	2.6586874	1.4446018	0.4273185	2.2469852	2.0127609	2.810069	2.23303	2.0945106	1.5003929	3.660592	1.3246471	3.0480886	3.9652965	3.1746604	2.822215	3.7928152	3.179102	3.4064987	1.7872375	0.5329486	1.9765902	0.66426307	3.495276	2.8597615	1.2760327	3.2203238	3.7656178	1.3114212	2.9675763	1.2745526	3.9638996	1.9281142	2.8925998	1.1832261	1.6597329	1.4839785	2.104821	2.014765	3.9021814	2.5709412	2.2575312	3.4957263
mater/nn	1.3071691	2.6604242	2.2241924	1.5331495	0.63129795	2.562093	2.3056376	2.377418	2.610764	2.7022667	2.2388635	0.7964133	1.61321	1.1809467	1.889041	1.9500694	1.7616941	2.4633124	1.8953865	1.8452368	2.1036425	2.0682652	1.2916688	1.9577626	1.1787223	2.2946322	2.493023	1.7577416	2.6209073	1.7519803	1.7944372	1.9815745	1.942436	0.97764564	1.9869952	1.8221688	2.546863	1.8045553	2.3798733	2.781928	2.4031653	2.3636982	1.8043315	1.9430455	2.34945	0.69777876	1.9485097	1.8937789	2.389719	1.7978252	1.8377067	2.4360101	1.6331359	2.05471	1.9336178	2.1103039	2.5114307	1.7735562	1.5557369	1.7443767	1.814558	2.6166012	0.6154242	2.6455104	1.4599297	1.742637	1.5436237	1.91496	1.8232672	1.6952419	1.9905478	2.0855196	1.8328724	2.287324	0.0	1.9942253	2.1810002	1.7035401	2.118091	1.9033939	2.0882192	2.579296	2.9002204	2.014631	1.5492289	1.8519553	1.8969026	2.024845	1.7683859	2.2481968	1.5067829	1.9110057	0.86861897	1.500361	1.3298362	2.703628	1.6209713	2.2060394	1.7406938	1.9951854	2.1289752	1.9612534	1.7890887	1.8623577	1.8083633	0.6755995	2.2752159	0.544197	1.8373345	2.7114627	1.8236883	2.1186135	2.5825162	1.8142565	2.045589	1.0932964	2.4577084	2.021681	0.5583737	1.3741201	1.6943887	2.0718484	2.3941028	0.81019455	1.6366106	1.88186	1.6551175	1.6101717	2.4087732
matter/nn	2.6956234	1.7083365	1.032066	1.1002923	2.097182	1.4945556	2.2515247	2.0456192	2.3690379	1.733676	1.5264579	1.7943974	1.3162067	2.5903811	2.8974028	3.4713938	1.521187	1.265772	1.5754874	1.4146869	1.4257277	1.146687	2.5017157	1.0861033	1.582446	1.367518	1.4292531	1.6383684	1.6182549	0.84747565	1.2989416	3.3191864	3.2813938	1.432172	2.8275836	0.98784757	1.3730134	1.1649709	0.96695834	1.8691083	2.4141197	2.2642663	0.82364523	1.8941846	1.4535575	2.256211	3.2664928	2.7893748	1.181171	3.226764	1.1963243	1.4041661	2.6838214	2.2846062	2.4628885	2.284887	2.4343967	1.2956066	1.5559186	3.1204839	0.85371995	1.5234418	2.0992575	2.371472	1.0754727	0.74767244	2.5762715	3.4702108	2.515808	3.294134	3.4480922	3.3140988	2.044318	1.1683483	1.9942253	0.0	2.45951	1.2226771	3.392579	3.3126786	2.3065665	1.6404527	1.8789642	0.6958792	2.9412997	1.3363749	1.5489885	1.8215677	0.764441	1.2197734	1.672879	1.198439	2.1884716	1.4709212	1.8399578	1.7153301	3.1040423	1.6477894	2.5076807	3.362659	2.2449055	1.9028276	3.2613502	2.3582103	2.584831	1.5515987	1.1560555	1.6876192	1.0787446	2.4448485	1.9838076	0.4873894	2.17752	3.0738928	0.30937675	2.3774087	1.606979	3.4115608	1.7736441	2.1078045	1.3583663	1.4426513	1.6305196	1.863051	1.4340767	3.286115	1.9443913	1.6772703	2.4955244
