	actress/nn	advance/vv	agencies/nn	agency/nn	aids/nn	alan/np	america/np	anybody/pn	anyone/pn	anything/pn	arm/nn	army/nn	artist/nn	association/nn	boss/nn	boys/nn	boy/nn	brother/nn	bush/np	businesses/nn	business/nn	campaign/nn	candidate/nn	car/nn	charity/nn	child/nn	citizen/nn	city/nn	companies/nn	company/nn	competitor/nn	convict/nn	countries/nn	country/nn	court/nn	criminal/nn	criminals/nn	dad/nn	daughters/nn	daughter/nn	district/nn	dogs/nn	employees/nn	dog/nn	employee/nn	enterprise/nn	entrant/nn	environment/nn	europe/np	everybody/pn	everyone/pn	fbi/np	folk/nn	food/nn	fred/np	friends/nn	friend/nn	girl/nn	government/nn	grandparents/nn	grandparent/nn	group/nn	grower/nn	grown-up/nn	guy/nn	guys/nn	her/pp	him/nn	him/pp	horses/nn	household/nn	houses/nn	house/nn	husband/nn	individual/nn	iranian/nn	irvin/np	it/pp	judge/nn	jury/nn	kid/nn	kids/nn	kitty/np	kurds/np	lady/nn	leland/np	lord/np	mama/nn	man/nn	management/nn	mater/nn	matter/nn	me/nn	me/pp	members/nn	member/nn	mom/nn	mom/np	mother/nn	myself/pp	nation/nn	nicaragua/np	other/nn	parents/nn	parent/nn	peasant/nn	people/nn	person/nn	plaintiff/nn	planner/nn	president/np	public/nn	rashad/np	reader/nn	rear/vv	russia/np	ryan/np	schwartzkopf/np	scout/nn	sister/nn	somebody/pn	someone/pn	son/nn	sons/nn	stomach/nn	stranger/nn	students/nn	student/nn	taxpayer/nn	teacher/nn	team/nn	that/dd	them/pp	theory/nn	things/nn	thing/nn	thomases/np	topic/nn	trek/np	troop/nn	twins/nn	twin/nn	university/nn	us/pp	veteran/nn	veto/nn	vietnamese/nn	washington/np	white/nn	wife/nn	woman/nn	women/nn	wwf/np	you/pp
boss/nn	2.6715646	3.3980956	4.372333	4.871098	2.91941	4.8167987	4.8002667	3.759142	3.6079369	3.6870012	0.05309205	4.852644	3.1265576	4.983091	0.0	2.6633272	2.34157	0.42177758	3.9758775	2.855594	4.236182	4.704592	4.3715925	4.435657	3.2636077	1.3463471	4.786011	4.9341726	3.2857985	4.9534645	1.2789187	3.2031164	2.6270263	4.6405005	4.9452763	3.3262308	4.687108	0.6204204	0.796083	0.62028277	4.896877	2.5830483	1.6213204	2.8894236	1.6851728	4.9499846	4.6975513	4.525791	4.583283	3.80107	3.7950196	4.7728295	2.9116244	2.996519	4.045924	2.256646	0.49475285	2.3579497	4.8843756	4.1348314	0.6256106	3.2593312	5.0909314	3.3232636	2.8783734	2.6109476	3.2106073	2.7169895	3.3730223	2.912005	4.595601	2.4785054	4.6738367	0.6743223	3.0547936	4.8587513	3.7680857	3.7229283	4.8780007	4.9264016	1.7356805	1.8625422	3.7207901	3.4884558	1.7811848	3.8067782	4.0340414	0.62493503	2.6441257	3.463103	0.45763454	3.2110884	3.3738127	3.4208577	2.823805	3.140843	0.52818584	4.3491287	0.5235397	3.0005686	4.8867097	4.7497373	2.9243784	1.3118553	0.75175405	3.0799189	3.1513264	3.2327805	4.96325	3.438663	4.157204	4.933557	3.8066366	1.1164826	1.2584269	4.5990796	4.3337846	4.3705072	2.3206491	0.49767357	3.5350728	3.4335434	0.3788335	2.69319	0.6239306	3.1103704	1.9059451	2.412828	4.8646493	2.264271	4.5896378	3.7449784	3.4610326	3.9123988	2.715978	3.1948502	3.0556028	2.9734921	3.6103966	4.6614823	2.3524196	0.64072657	3.1481736	3.432234	3.2687201	4.1055284	4.9535856	4.7168803	2.9666479	0.20408162	2.720229	2.515787	4.933631	3.8252814
boys/nn	1.4777908	2.4954538	2.9078197	3.2316775	2.3154774	3.303522	3.4084203	1.5903099	1.4351044	1.536997	2.670125	3.211884	1.5511898	3.265416	2.6633272	0.0	1.4760631	2.678791	2.4432771	0.60505456	2.8732142	2.9653952	2.5878236	2.9646404	2.4106095	1.5138009	3.0981464	3.5153182	0.8813198	3.1461923	1.7368236	1.2071706	0.4611941	3.1712375	3.395873	1.4319246	3.0442705	2.9183896	2.3959792	2.5927997	3.2435865	0.9116759	1.7951258	1.9448085	1.5712675	3.2070189	3.1131964	2.9843936	3.2483811	1.6522837	1.5966069	3.2662623	0.6364426	2.2134569	2.771579	1.0294701	2.4772358	1.3569187	3.25181	2.9888985	2.1625524	1.5394753	3.3102577	2.2823727	0.68832606	0.25302806	2.5646675	1.8933935	2.4863856	1.8634906	3.2399623	0.2160133	3.1520884	2.5740561	0.8997076	3.20324	2.8660583	2.7800567	3.3304482	3.308625	1.0372051	1.606869	2.5549135	2.5925007	1.5387572	2.7860804	2.601103	2.8210707	1.3040353	1.9631935	2.8318543	1.6058857	2.4629757	2.658231	1.4036866	1.7369815	2.7973213	2.8995311	2.6824234	2.2540102	3.3311899	3.3603637	2.112194	1.6283281	2.0519857	1.0059276	1.0474777	1.3633168	3.2693162	1.7937679	2.7738101	3.2447734	2.892949	1.7659615	1.8612077	3.214617	2.8570502	2.5608735	1.6363664	2.6929135	1.3850043	1.2726564	2.6274502	0.20730624	2.7836044	1.7378025	1.4564196	1.2276452	3.171503	1.3442366	2.9925654	2.8273482	2.3752823	2.019396	0.78953093	1.11577	2.34761	1.7786404	2.8290153	2.9028392	1.7030638	2.7088718	1.6752703	2.6729448	1.3373697	2.3825226	3.3552582	3.3500051	2.0255082	2.7681537	1.3731387	1.6680253	3.372303	1.691758
boy/nn	0.67587286	2.708661	3.2212586	3.6296346	2.4799361	3.6332068	3.7238426	1.709325	1.5860987	1.7638248	2.3553758	3.6003072	1.343477	3.6337268	2.34157	1.4760631	0.0	2.2267268	2.528481	1.5679383	3.1510842	3.3033948	2.8362966	3.2712057	2.3949764	1.2204733	3.4425685	3.8062537	1.7401109	3.674622	1.5517026	1.2031248	1.6434739	3.5040112	3.758457	1.5041643	3.3878217	2.3958452	1.7525891	2.090892	3.6233866	1.8621477	1.6558231	1.8857509	1.2886002	3.5725365	3.5161493	3.308825	3.485389	1.7612766	1.726985	3.6349988	1.1877735	2.3335884	3.0999682	1.8376281	2.0520785	0.18224478	3.595207	3.237565	1.7490147	1.8412912	3.8240001	2.2803786	1.3120468	1.4145001	2.683384	2.1075814	2.7180023	2.151565	3.4728565	1.4246274	3.623821	1.9513974	1.2161709	3.6191027	3.040401	2.9703658	3.7041314	3.772004	1.0271808	1.6372768	2.7735806	2.8040097	0.57919824	2.874467	2.637727	2.296708	0.48776317	2.2553651	2.3205814	1.6299374	2.5266447	2.805487	1.8212409	1.9944875	2.298746	3.0446782	2.1321285	2.476853	3.7352352	3.58758	2.2199943	1.3389066	1.6348665	1.2952452	1.179085	1.3294634	3.6984572	2.0838377	2.877656	3.6412473	3.1122441	1.5465083	1.6314151	3.5294814	3.334431	2.8783152	0.25341532	2.2137277	1.4567412	1.3654114	2.1482265	1.4181992	2.2601218	1.5679239	0.95202243	0.80041736	3.5362287	0.8338538	3.4003074	2.950614	2.611449	2.574184	1.7474794	1.8071268	2.2209852	1.9335412	2.9517183	3.2393572	1.7057805	2.1522565	1.8752135	2.8519201	1.4922191	2.542571	3.7140903	3.6062932	2.4017422	2.453827	0.547182	1.8752614	3.730227	1.9117569
brother/nn	2.6266904	3.6052406	4.5028596	5.011671	3.1381724	4.969498	5.000872	3.6818597	3.5401163	3.6493077	0.42955256	4.994601	3.1487396	5.09197	0.42177758	2.678791	2.2267268	0.0	4.087921	2.9226282	4.426476	4.8270264	4.468401	4.6116786	3.4185033	1.402287	4.8779106	5.1281333	3.3155518	5.0908017	1.4285961	3.1689632	2.6916955	4.8274198	5.108264	3.3101993	4.7870054	0.5229119	0.6095582	0.60230434	5.0642195	2.7014964	1.8073095	3.031126	1.7799723	5.04876	4.8673406	4.690683	4.7747054	3.7357917	3.7320025	4.928856	2.8862503	3.1954439	4.232036	2.390931	0.52665037	2.2436097	5.0299234	4.348701	0.64921206	3.3587623	5.2354875	3.4532921	2.8957808	2.6469932	3.4195368	2.8855455	3.5813172	3.0641353	4.78433	2.5064697	4.8490453	0.46594912	3.037884	5.012331	3.9560812	3.9165173	5.03064	5.091141	1.7505264	2.0226898	3.915849	3.6760645	1.6633837	3.9667342	4.1296806	0.5915882	2.5679452	3.5797963	0.517629	3.2765632	3.5409248	3.626361	2.935806	3.2570455	0.53995645	4.4693093	0.415812	3.211642	5.0448794	4.934165	3.0994153	1.3976068	0.80708605	3.0880222	3.0971546	3.2277906	5.120006	3.513913	4.277956	5.0617986	4.0038986	1.231838	1.4314669	4.7963467	4.5135307	4.443996	2.189068	0.32849535	3.4613354	3.3666236	0.38149428	2.7120285	0.6647997	3.1654248	1.9255279	2.3928814	4.9778876	2.2649078	4.7379956	3.9143445	3.6493807	4.028177	2.8028386	3.2701774	3.1993124	3.1217518	3.803382	4.7493334	2.4994864	0.28222537	3.2545948	3.6382804	3.2735038	4.1975946	5.104459	4.9094057	3.1717637	0.46277803	2.6328878	2.6655302	5.0856752	3.8075526
bush/np	1.9332474	1.3437632	1.5885279	1.642987	1.8162884	1.5454686	1.4810437	2.4341493	2.308819	2.1804395	3.9921012	1.5465122	1.2655059	1.8922629	3.9758775	2.4432771	2.528481	4.087921	0.0	1.9342344	1.0032483	1.0913012	0.6910377	0.90417486	1.4804914	2.758049	1.9803224	1.5140499	1.8299477	1.7110337	2.7616696	1.7809557	2.2776864	1.1476638	1.5260783	1.7323276	1.9054747	4.23602	3.713897	3.8297133	1.2414763	2.1886096	2.443187	1.1867652	2.3950498	1.9341463	1.2153393	0.9509969	1.2260575	2.3437703	2.2795954	1.5384964	2.1132333	1.369236	1.1975939	2.4193885	3.7214925	2.5243742	1.4077597	1.1499158	3.5036778	1.0459678	1.7632098	1.2822034	1.8910019	2.2318404	1.6859688	1.873291	1.526637	1.8445498	1.2612886	2.4452991	1.5547875	3.8902252	1.8504021	1.4420254	1.5437826	1.3953454	1.619398	1.5972211	2.592393	2.3298292	0.93543774	1.5994087	2.828487	1.3144071	0.96893466	4.0834503	2.176061	1.2560073	4.013653	1.0489097	1.4437441	1.6243341	1.7195095	1.3607407	4.035368	1.0569421	3.9556293	1.5672783	1.6433825	1.2937337	1.4582781	2.747328	3.31238	1.6838955	2.0918016	1.4805205	1.4375634	1.49364	0.9717152	1.7227354	1.5683208	2.961027	2.7817144	1.253551	1.3604686	1.5535271	2.6806183	4.0597367	2.2648654	2.1737754	3.8729634	2.2815924	3.9586282	1.2038605	2.280383	2.0335317	1.7734076	2.0310578	1.3838645	1.5843532	1.2821256	1.1450565	2.1255867	1.5352582	1.5710837	1.12935	1.5714675	1.7401195	1.820827	4.1268864	1.1806047	1.7529137	1.6211095	0.38990554	1.6004342	1.3551877	1.5517356	4.117152	2.1974409	1.9163394	1.557897	1.9890459
businesses/nn	1.3909633	2.0952032	2.6044588	2.8403232	1.995886	2.8829267	2.8257458	1.6601888	1.4946558	1.532721	2.8633275	2.826886	1.2483016	2.9541945	2.855594	0.60505456	1.5679383	2.9226282	1.9342344	0.0	2.2932427	2.5266013	2.1366405	2.4132528	2.087423	1.6327662	2.8432806	2.9333978	0.7333607	2.777845	1.7932422	1.0910053	0.65220517	2.6095963	2.9395318	1.333032	2.7858727	3.1251402	2.5964923	2.7562208	2.7225134	0.92301565	1.7260927	1.494235	1.5663927	2.9180107	2.6385636	2.4909275	2.6661437	1.6813275	1.6035187	2.8660605	0.72905976	1.8165632	2.350432	1.1224622	2.6662126	1.4841937	2.8039045	2.4459536	2.3550162	1.1072294	2.926662	1.964299	0.52302116	0.47269654	2.2281682	1.6773132	2.102835	1.6442102	2.6568854	0.65720457	2.7404227	2.7764027	0.81438684	2.7814696	2.5136993	2.394912	2.9210753	2.8916025	1.2219288	1.5595459	2.0446177	2.2626758	1.7094618	2.4163451	2.2185962	3.0038366	1.3252999	1.6225333	2.996646	1.2247956	2.1178102	2.3010325	1.1950201	1.4165528	2.9718542	2.4965572	2.8779583	1.9005338	2.936311	2.7821343	1.7728323	1.7277486	2.2163415	0.7486279	1.0873817	1.1383485	2.8209882	1.553247	2.369609	2.8943665	2.5306244	1.8847508	1.8955647	2.6349905	2.4394405	2.2903702	1.7321179	2.9102895	1.437109	1.3084378	2.809008	0.49191833	2.9343486	1.4326341	1.4702127	1.2188885	2.854176	1.2986956	2.6034946	2.5031233	1.9856119	1.6475707	0.8167634	0.83827984	2.0478497	1.29326	2.479807	2.6239033	1.513529	2.9580579	1.3112084	2.3354433	1.170278	1.9055114	2.9393468	2.7652643	1.6828854	2.9701762	1.4041203	1.50385	2.9681869	1.6059057
business/nn	2.6368105	1.4736756	2.0386214	1.8857301	1.9419365	1.7399993	0.64717174	3.1389453	3.0161726	2.8703322	4.2476044	1.8450884	2.0393033	2.300012	4.236182	2.8732142	3.1510842	4.426476	1.0032483	2.2932427	0.0	1.5012543	1.3855656	0.52169544	1.888029	3.150825	2.4684823	0.75254315	2.3888896	1.9636251	3.0926237	2.5156016	2.6870325	0.5447073	1.5659239	2.501011	2.3926308	4.533039	4.0921416	4.1394815	1.025568	2.5431664	2.7365277	1.502461	2.804687	2.3827884	1.2210103	0.99525875	0.4186689	3.051697	2.9805615	1.7598044	2.711209	1.5493815	1.3568956	2.742538	4.061761	3.1542022	1.5808258	0.5856194	3.8401895	1.5962644	1.9622257	1.8425294	2.4226553	2.6711984	1.8604841	2.206987	1.6286079	2.1988473	0.46517056	2.8682997	1.6383181	4.2423267	2.513377	1.63763	1.789988	1.5878416	1.8049793	1.7098345	3.030885	2.6778667	0.8314401	1.8449352	3.3631928	1.694903	1.6737874	4.3767557	2.856138	1.738009	4.2996807	1.7520237	1.7918173	1.7808985	2.1460836	1.8275793	4.3240876	1.6060193	4.2811704	1.7273867	1.8296651	0.59882784	1.7794924	3.1370974	3.6590772	2.2849388	2.7791903	2.2555707	1.5198021	2.083451	1.5524696	2.0626376	1.7566204	3.3073854	3.0934057	0.40637594	1.4572048	2.175889	3.282724	4.3829737	2.9820848	2.8874693	4.184841	2.732413	4.241514	1.9573222	2.8082752	2.6723506	2.1946206	2.63149	1.6848118	1.9294682	1.5020676	1.6467224	2.5459263	2.078396	2.0084329	1.401482	1.8033938	2.2719324	2.2384493	4.490557	1.7129273	1.9056348	2.3360171	1.2470409	1.7871634	0.5444978	1.7340528	4.3614097	2.9067495	2.308742	1.7902709	2.6927114
campaign/nn	2.7090242	1.7654108	1.1031492	0.74582565	2.3989215	0.78437203	1.6358006	2.861837	2.7648504	2.592517	4.7202888	0.64464515	2.022073	1.0727283	4.704592	2.9653952	3.3033948	4.8270264	1.0913012	2.5266013	1.5012543	0.0	0.5403528	1.0758002	2.037282	3.490079	1.3432995	1.6283512	2.197444	0.82152766	3.4601505	2.3831406	2.7348495	1.2163796	0.7200754	2.1570752	1.2884572	5.017807	4.506515	4.5971856	0.8795722	2.6004715	3.1467187	2.0437882	3.0949314	1.177445	0.64780945	0.6665316	1.5873692	2.759509	2.7085652	0.747602	2.6714766	2.0441754	1.1269267	2.89032	4.458693	3.2806504	0.59082854	1.5713254	4.2477875	1.6343051	0.83823556	1.7872027	2.476881	2.7729418	2.1798127	2.4363732	2.0087752	2.372107	1.5998505	2.9869726	0.79418015	4.680742	2.4210927	0.644568	1.6945815	1.6101614	0.73152477	0.7190831	3.2890494	2.9956794	1.5278994	1.9232802	3.613689	1.5800753	1.2848138	4.870973	2.9139497	1.4744792	4.793402	1.7465808	1.9470682	2.0555582	2.1227162	1.7522194	4.8141108	0.97058606	4.739311	2.123088	0.7735757	1.5366663	2.0894377	3.4627311	4.054667	2.296241	2.6220796	2.0978637	0.6350783	1.699753	1.1253419	0.82206964	1.7039214	3.6757681	3.4852989	1.5141284	0.85005784	1.1401312	3.4608564	4.8089056	2.7490098	2.6789412	4.6333036	2.8160152	4.7468886	1.9510585	3.016675	2.7361894	0.9727622	2.7663906	0.65510845	1.7610126	1.6643735	1.0806929	2.550399	1.921718	2.22246	1.9133888	1.8340851	1.1230446	2.4632175	4.8752136	1.6992637	2.1651597	2.0838678	0.8919464	0.7493543	1.6230599	2.067447	4.8478284	2.9336774	2.4968097	0.737284	2.3416636
candidate/nn	2.2384388	1.6619791	1.2912368	1.1855617	2.2148082	1.1989732	1.6742566	2.4503314	2.3448877	2.2069128	4.3879766	1.0947108	1.5420066	1.3792652	4.3715925	2.5878236	2.8362966	4.468401	0.6910377	2.1366405	1.3855656	0.5403528	0.0	1.0707315	1.821979	3.1171353	1.5211362	1.6793174	1.8347449	1.2313778	3.1244895	1.9093564	2.4084675	1.2734036	1.1794546	1.7429435	1.4750215	4.656921	4.1152663	4.231872	1.1030749	2.3324652	2.8301213	1.682927	2.7440698	1.4277365	0.9817251	0.8530107	1.5397964	2.3572915	2.2936761	1.1826031	2.2402308	1.8181665	1.2278591	2.6192214	4.109434	2.812814	1.0139738	1.530142	3.8879495	1.25737	1.2932196	1.5580946	2.0508018	2.3968298	2.0452483	2.1982415	1.8807485	2.135941	1.5497278	2.617376	1.2157476	4.296965	1.9727434	1.0514932	1.7188969	1.6143571	1.204455	1.2058625	2.896788	2.6865857	1.3836101	1.8585021	3.1742153	1.5337069	1.099157	4.5089464	2.4408348	1.2606527	4.4409256	1.3069373	1.7686863	1.9525691	1.8473783	1.4833924	4.4570327	0.9963366	4.3720546	1.9394943	1.2490087	1.5232875	1.8370402	3.109162	3.6952572	1.8426372	2.1760361	1.6231667	1.0734161	1.4378185	1.0546428	1.2229491	1.7418182	3.3252041	3.1586893	1.5089039	1.1265228	1.1141522	2.9968505	4.445574	2.3125598	2.233311	4.2784534	2.4277089	4.3875713	1.5187776	2.620683	2.3038538	1.2770911	2.342994	1.0196178	1.7535268	1.5546088	0.938225	2.2544742	1.5924515	1.955207	1.5651367	1.8158792	1.256804	2.1722755	4.503051	1.3727738	2.0655155	1.6666534	0.38540804	1.1842105	1.6093667	1.8791966	4.516746	2.4564261	2.228577	1.186734	1.9784414
car/nn	2.7212038	1.4705107	1.703306	1.4604695	2.073124	1.3332256	0.7093576	3.1219594	3.0040286	2.844591	4.448273	1.4123386	2.065865	1.882073	4.435657	2.9646404	3.2712057	4.6116786	0.90417486	2.4132528	0.52169544	1.0758002	1.0707315	0.0	1.9265951	3.3078537	2.0939863	0.7620479	2.3735292	1.544298	3.2471316	2.5264118	2.7507918	0.29783073	1.1298643	2.437341	2.0241828	4.7425385	4.288417	4.3437204	0.70404863	2.592633	2.8865163	1.6356102	2.9246876	1.9781442	0.7691996	0.60124636	0.5735273	3.0270758	2.9610395	1.3623635	2.7599494	1.6653543	1.1341001	2.825217	4.24308	3.2681503	1.1553861	0.7191697	4.0235558	1.600401	1.5283746	1.8281822	2.4864776	2.7577672	1.9164673	2.3001041	1.7005358	2.2720928	0.6074043	2.9663398	1.2333479	4.445718	2.5392416	1.2064406	1.69749	1.5132048	1.37569	1.2754124	3.1711814	2.8157969	0.9768212	1.8439387	3.512857	1.6014235	1.5195545	4.589611	2.9437091	1.6114696	4.5121417	1.7559301	1.8282502	1.8160065	2.1362944	1.7773108	4.5347595	1.3415954	4.4853063	1.7911018	1.3998361	0.60516447	1.8255705	3.2875612	3.8362243	2.329175	2.789167	2.24661	1.1311591	1.9540257	1.3539549	1.629497	1.670245	3.4738607	3.2499058	0.5028866	1.1050583	1.8490199	3.4116051	4.581783	2.9761417	2.8874178	4.376859	2.8159459	4.460243	1.9807205	2.921313	2.7487552	1.7777132	2.7214367	1.2878929	1.8399874	1.4927084	1.4389044	2.5890906	2.0512743	2.065204	1.5245992	1.7574902	1.8972354	2.3367872	4.67694	1.6912706	1.9589603	2.2914362	1.0495993	1.3300353	0.648639	1.7872937	4.5649924	2.9880147	2.4024622	1.385418	2.6387014
charity/nn	1.887423	0.7485501	1.9055634	2.3616188	0.74496883	2.1581554	2.461011	2.6642108	2.502895	2.3115427	3.2886658	2.107844	1.5245004	2.5806124	3.2636077	2.4106095	2.3949764	3.4185033	1.4804914	2.087423	1.888029	2.037282	1.821979	1.9265951	0.0	2.2066467	2.5885437	2.5397277	2.1402164	2.3672507	2.1066575	2.0811834	2.1254697	2.1540363	2.329802	2.070289	2.4326441	3.498002	3.0750873	3.1492953	2.2623165	1.8693186	1.7653716	1.394881	1.9139012	2.6157176	1.969464	1.7976072	2.161664	2.5674086	2.584524	2.1183884	2.2546096	0.7324323	1.2479752	1.9342724	2.9603856	2.3908165	2.2252688	1.5606799	2.8414176	1.4796511	2.4037983	0.43306556	2.1188362	2.1880372	0.55463177	0.82109135	0.6518255	0.8846955	2.2666616	2.306945	2.0987737	3.2368963	2.0671904	2.0097933	1.0833713	1.0485097	2.3103344	2.188596	2.2014494	1.4911474	1.1369944	0.96873754	2.4667249	0.9498379	1.3481944	3.3266976	2.1594777	1.7203218	3.2456837	1.4771179	0.21850687	0.56635815	1.787021	1.6491072	3.2805696	1.5429308	3.2307944	0.79209787	2.2126443	2.3276122	0.7531018	2.1269484	2.6615593	2.0784574	2.3566217	1.8304529	2.2302976	1.9122632	1.3455831	2.3774788	1.0660093	2.2737398	2.0970955	2.1796966	1.8437703	2.2181396	2.5348666	3.382611	2.5126967	2.4428842	3.1700132	2.317793	3.1950903	1.0823839	1.8548017	1.9035444	2.4117093	1.809662	1.9211051	1.0387248	0.7141491	1.6241649	1.8581183	1.6694201	0.37414843	1.4427872	1.0240474	2.4043677	1.1092187	3.4861104	1.5188882	0.6222757	2.0081093	1.6644709	2.2080307	2.3534327	0.9301318	3.4117076	2.173293	1.0165287	2.1125615	2.1950872
child/nn	1.4091682	2.3847048	3.2439678	3.726212	2.005005	3.6953049	3.7428029	2.514505	2.3483584	2.4175222	1.363559	3.6825776	1.8125035	3.8056376	1.3463471	1.5138009	1.2204733	1.402287	2.758049	1.6327662	3.150825	3.490079	3.1171353	3.3078537	2.2066467	0.0	3.6214316	3.8626418	2.0195484	3.7745202	0.3968277	1.8865788	1.467905	3.5335765	3.8196778	2.0321856	3.5301535	1.6094302	1.0954598	1.2647517	3.7395902	1.4729367	0.6981469	1.7707385	0.5293094	3.7671318	3.5435681	3.3673377	3.512186	2.5437214	2.526356	3.6572037	1.6402601	1.9759223	2.9584904	1.2375008	1.1073588	1.2095734	3.721831	3.1024764	0.8049458	1.9844613	3.9147432	2.20326	1.5988094	1.404445	2.2807257	1.6920408	2.3856535	1.8470862	3.5211852	1.3298548	3.567502	1.2589778	1.7418904	3.6800041	2.8022683	2.736982	3.7564971	3.7856512	0.49430087	0.83884233	2.6492157	2.528562	0.78416735	2.770144	2.857962	1.4900215	1.3979582	2.282599	1.4412265	1.9169123	2.326806	2.4657385	1.6522648	1.9582517	1.4465764	3.1929607	1.3264139	2.0199125	3.7582703	3.6601741	1.8609731	0.2206859	0.62563777	1.7754216	1.8722677	1.9048867	3.795535	2.2243173	3.007959	3.7605147	2.846791	0.38475806	0.50042474	3.528349	3.2319653	3.1402574	1.2886709	1.4067882	2.2702675	2.1569984	1.2528675	1.4988085	1.4205832	1.827422	0.65273035	1.1321826	3.6858706	0.9818089	3.4363253	2.764008	2.3890624	2.6745906	1.543186	1.9161173	2.006385	1.8182353	2.6757228	3.4590056	1.2599556	1.452418	1.9229674	2.4994016	1.9646883	2.8462794	3.7910423	3.6488996	1.943786	1.4823626	1.4887114	1.4459518	3.7897747	2.5367835
citizen/nn	2.8857522	2.364566	0.81540567	1.2126244	2.9527307	1.5784104	2.6143026	2.892464	2.8322306	2.6913939	4.799079	1.1877913	2.3360324	0.4358012	4.786011	3.0981464	3.4425685	4.8779106	1.9803224	2.8432806	2.4684823	1.3432995	1.5211362	2.0939863	2.5885437	3.6214316	0.0	2.6157827	2.322877	1.1836247	3.6128638	2.5312436	2.8467634	2.2259777	1.569133	2.0691538	0.20620474	5.13929	4.6479974	4.782643	1.8740535	2.7165766	3.353689	2.5615044	3.1857204	0.2915451	1.6113265	1.6582326	2.6058471	2.80677	2.755626	1.2727017	2.7824473	2.6180222	1.8013499	3.0062957	4.584513	3.401123	1.554407	2.5249598	4.353826	1.9521909	1.3153048	2.2643635	2.6458101	2.9247262	2.7432325	2.8392086	2.6674888	2.7943482	2.5593174	3.1171274	1.3518833	4.806372	2.578327	1.4889891	2.1699204	2.1645517	1.3227155	1.4194204	3.4268234	3.236798	2.3485603	2.3829813	3.7443798	2.1530507	1.909208	5.0352926	3.038969	1.4847071	4.938346	2.042513	2.5466588	2.6751869	2.0770607	1.7884309	4.9804144	1.6898746	4.854236	2.647891	1.216429	2.5160317	2.5696523	3.5781515	4.1646495	2.4950402	2.6485643	2.29895	1.4525414	1.4818574	1.8270713	0.7624767	2.245952	3.8400273	3.6326668	2.5398774	1.4165819	0.64719623	3.6107626	4.9238935	2.8027148	2.7371027	4.750505	2.9627059	4.946569	2.343811	3.1221664	2.8098886	0.48933104	2.8783627	1.1882807	2.1858907	2.225524	1.5001637	2.6838706	2.140419	2.733898	2.4153197	2.294273	0.3339071	2.7027853	4.9355326	1.8599814	2.7869484	2.065956	1.7384154	1.4750738	2.6136053	2.5268197	4.914607	3.0606432	2.806405	1.3374542	2.4470837
city/nn	3.2840867	2.0914068	2.3125668	1.9270816	2.630938	1.8042547	0.17751715	3.6683595	3.5672193	3.4202075	4.9443607	1.9463627	2.661774	2.3662732	4.9341726	3.5153182	3.8062537	5.1281333	1.5140499	2.9333978	0.75254315	1.6283512	1.6793174	0.7620479	2.5397277	3.8626418	2.6157827	0.0	2.96006	2.04398	3.799667	3.10177	3.3408353	0.4991227	1.5018055	3.043539	2.5723457	5.2381516	4.8005037	4.839333	0.9242529	3.207553	3.4406178	2.1713076	3.4950488	2.474318	1.3113805	1.188676	0.4745018	3.576416	3.4970326	1.8566465	3.330003	2.2538917	1.7817824	3.4301658	4.7743373	3.8131847	1.5877259	1.0931603	4.5488715	2.210607	1.9931529	2.4763167	3.0423899	3.3243897	2.5029657	2.91885	2.2749176	2.898105	0.3989373	3.530699	1.742291	4.94629	3.1222763	1.7347616	2.2842414	2.1018486	1.8245361	1.7517536	3.7354674	3.4077544	1.4964899	2.4301574	4.0557575	2.210337	2.1381135	5.085186	3.4983819	2.22496	5.005096	2.360763	2.431957	2.3950937	2.7399044	2.3838463	5.0307646	1.945215	4.9894686	2.4052799	1.8856927	0.32681397	2.4651585	3.850611	4.3671722	2.8755755	3.355722	2.8422835	1.5223155	2.5675137	1.9724929	2.129513	2.2497675	4.024152	3.7970462	0.42769635	1.698031	2.4432611	3.9306993	5.0828586	3.532033	3.4452527	4.885891	3.3696854	4.947856	2.613023	3.5033505	3.3353293	2.2993956	3.305904	1.8796436	2.4390693	2.12094	2.1104064	3.2082586	2.689546	2.6778932	2.0746524	2.3311157	2.4485734	2.9486442	5.188538	2.3033147	2.521719	2.8863676	1.6621091	1.8074771	0.26338595	2.4211488	5.0559998	3.5472746	3.027957	1.8599209	3.2147374
